EmployeeNumber:int,EducationField:string,JobInvolvement:string,JobLevel:int,JobRole:string,BusinessTravel:string,Department:string,Attrition:string,DailyRate:int
479,Medical,High,2,Sales Executive,Non-Travel,Sales,No,845
481,Medical,Medium,3,Sales Executive,Travel_Frequently,Sales,No,541
482,Medical,High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,593
483,Life Sciences,Very High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,1171
484,Medical,High,1,Sales Representative,Non-Travel,Sales,No,895
485,Marketing,High,1,Sales Representative,Travel_Rarely,Sales,Yes,350
486,Medical,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,921
487,Medical,High,2,Manufacturing Director,Non-Travel,Research & Development,No,1144
488,Marketing,High,2,Sales Executive,Travel_Frequently,Sales,Yes,143
491,Technical Degree,Medium,3,Healthcare Representative,Travel_Rarely,Research & Development,No,1046
492,Marketing,Medium,2,Sales Executive,Travel_Rarely,Sales,Yes,575
493,Life Sciences,Medium,1,Research Scientist,Travel_Rarely,Research & Development,No,408
494,Life Sciences,Very High,1,Sales Representative,Travel_Rarely,Sales,Yes,156
495,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,1283
496,Life Sciences,Medium,2,Healthcare Representative,Travel_Rarely,Research & Development,No,755
497,Medical,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,1469
498,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,No,304
499,Other,Medium,3,Healthcare Representative,Travel_Rarely,Research & Development,No,1261
500,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,No,1178
501,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,329
502,Marketing,Very High,2,Sales Executive,Non-Travel,Sales,Yes,1362
505,Life Sciences,High,4,Manager,Travel_Rarely,Research & Development,No,1311
507,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,1371
508,Technical Degree,High,1,Sales Representative,Travel_Rarely,Sales,No,202
510,Technical Degree,High,1,Research Scientist,Travel_Frequently,Research & Development,Yes,575
511,Medical,High,1,Research Scientist,Travel_Rarely,Research & Development,No,253
513,Medical,Medium,3,Sales Executive,Travel_Rarely,Sales,No,164
514,Technical Degree,High,1,Research Scientist,Travel_Frequently,Research & Development,Yes,464
515,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,1107
516,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,759
517,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,201
518,Life Sciences,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,1305
520,Life Sciences,Medium,4,Research Director,Travel_Rarely,Research & Development,No,982
521,Medical,Medium,2,Laboratory Technician,Travel_Rarely,Research & Development,No,555
522,Medical,High,5,Research Director,Travel_Rarely,Research & Development,No,821
523,Marketing,High,2,Sales Executive,Non-Travel,Sales,No,1381
524,Medical,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,480
525,Medical,High,1,Laboratory Technician,Travel_Frequently,Research & Development,No,313
526,Other,High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,1473
527,Life Sciences,Medium,2,Sales Executive,Travel_Rarely,Sales,No,891
529,Medical,High,2,Research Scientist,Non-Travel,Research & Development,No,1063
530,Life Sciences,Medium,1,Laboratory Technician,Travel_Rarely,Research & Development,No,329
531,Life Sciences,High,5,Manager,Travel_Frequently,Research & Development,No,1218
532,Life Sciences,Very High,4,Sales Executive,Travel_Frequently,Sales,No,906
533,Technical Degree,High,2,Sales Executive,Travel_Rarely,Sales,No,1082
534,Marketing,Very High,3,Sales Executive,Travel_Rarely,Sales,No,645
536,Medical,High,2,Laboratory Technician,Travel_Rarely,Research & Development,No,1300
538,Medical,High,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,688
543,Medical,Medium,3,Manufacturing Director,Travel_Rarely,Research & Development,No,319
544,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,192
546,Life Sciences,High,4,Manager,Travel_Rarely,Research & Development,No,1490
547,Life Sciences,High,2,Research Scientist,Travel_Frequently,Research & Development,No,532
548,Life Sciences,Low,2,Manufacturing Director,Travel_Rarely,Research & Development,No,317
549,Life Sciences,High,5,Manager,Travel_Rarely,Research & Development,No,422
550,Medical,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,1485
551,Technical Degree,Medium,2,Healthcare Representative,Travel_Frequently,Research & Development,No,1368
554,Technical Degree,High,1,Sales Representative,Travel_Rarely,Sales,Yes,1448
555,Marketing,Low,1,Sales Representative,Travel_Frequently,Sales,Yes,296
556,Life Sciences,High,1,Laboratory Technician,Travel_Frequently,Research & Development,No,1490
558,Life Sciences,High,5,Manager,Travel_Rarely,Sales,No,1398
560,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,1349
562,Life Sciences,High,1,Laboratory Technician,Non-Travel,Research & Development,No,1400
564,Medical,Medium,3,Research Director,Travel_Rarely,Research & Development,No,986
565,Technical Degree,Medium,1,Research Scientist,Travel_Rarely,Research & Development,Yes,408
566,Technical Degree,Medium,1,Human Resources,Travel_Rarely,Human Resources,Yes,489
567,Other,High,3,Sales Executive,Non-Travel,Sales,No,1398
568,Marketing,Medium,4,Manager,Travel_Rarely,Sales,No,210
569,Life Sciences,Medium,4,Manager,Travel_Rarely,Research & Development,No,1099
571,Medical,High,1,Laboratory Technician,Non-Travel,Research & Development,No,1116
573,Marketing,Medium,3,Sales Executive,Travel_Frequently,Sales,No,1499
574,Medical,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,983
575,Life Sciences,High,4,Research Director,Travel_Rarely,Research & Development,No,1009
577,Life Sciences,Low,1,Laboratory Technician,Travel_Rarely,Research & Development,No,144
578,Life Sciences,High,2,Laboratory Technician,Travel_Rarely,Research & Development,No,548
579,Life Sciences,Medium,1,Research Scientist,Travel_Rarely,Research & Development,No,1303
580,Marketing,Medium,3,Sales Executive,Travel_Rarely,Sales,No,1125
581,Life Sciences,High,3,Manufacturing Director,Travel_Rarely,Research & Development,No,1274
582,Medical,High,3,Manager,Travel_Rarely,Research & Development,Yes,1277
584,Medical,Low,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,587
585,Marketing,High,1,Sales Representative,Travel_Rarely,Sales,No,413
586,Life Sciences,High,3,Healthcare Representative,Travel_Rarely,Research & Development,No,1276
587,Life Sciences,High,3,Healthcare Representative,Travel_Frequently,Research & Development,Yes,534
590,Human Resources,High,3,Human Resources,Travel_Frequently,Human Resources,Yes,988
591,Other,High,1,Laboratory Technician,Travel_Frequently,Research & Development,No,1474
592,Medical,High,3,Sales Executive,Non-Travel,Sales,No,635
593,Technical Degree,Medium,1,Laboratory Technician,Travel_Frequently,Research & Development,Yes,1368
595,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,163
597,Life Sciences,High,4,Manager,Travel_Rarely,Sales,No,1117
599,Life Sciences,High,2,Sales Executive,Non-Travel,Sales,No,267
600,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,619
601,Life Sciences,High,4,Manufacturing Director,Travel_Rarely,Research & Development,No,302
602,Life Sciences,High,1,Laboratory Technician,Travel_Frequently,Research & Development,No,443
604,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,No,828
605,Medical,High,3,Manufacturing Director,Travel_Rarely,Research & Development,No,319
606,Other,High,2,Sales Executive,Travel_Rarely,Sales,No,561
608,Life Sciences,High,1,Human Resources,Travel_Frequently,Human Resources,Yes,426
611,Technical Degree,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,232
612,Medical,Very High,4,Research Director,Travel_Rarely,Research & Development,No,922
613,Life Sciences,Medium,3,Manager,Travel_Rarely,Sales,No,688
614,Marketing,High,1,Sales Representative,Travel_Frequently,Sales,Yes,1306
615,Other,Low,3,Sales Executive,Non-Travel,Sales,No,1094
616,Other,Medium,2,Healthcare Representative,Non-Travel,Research & Development,No,509
618,Medical,High,2,Sales Executive,Travel_Rarely,Sales,No,775
620,Medical,High,2,Sales Executive,Travel_Rarely,Sales,No,195
621,Life Sciences,Very High,2,Sales Executive,Travel_Rarely,Sales,No,258
622,Technical Degree,Low,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,471
623,Technical Degree,High,3,Manufacturing Director,Travel_Rarely,Research & Development,No,799
624,Medical,High,3,Healthcare Representative,Travel_Frequently,Research & Development,No,1034
625,Life Sciences,High,4,Manager,Travel_Rarely,Sales,No,1276
626,Medical,High,3,Sales Executive,Non-Travel,Sales,No,142
630,Technical Degree,High,2,Research Scientist,Travel_Rarely,Research & Development,No,956
631,Other,Very High,2,Sales Executive,Non-Travel,Sales,Yes,1474
632,Medical,High,1,Sales Representative,Travel_Frequently,Sales,No,535
634,Medical,High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,1495
635,Life Sciences,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,446
638,Life Sciences,Medium,5,Research Director,Travel_Rarely,Research & Development,No,1245
639,Medical,Very High,1,Research Scientist,Travel_Rarely,Research & Development,No,691
641,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,703
643,Other,Medium,1,Laboratory Technician,Travel_Rarely,Research & Development,No,823
644,Medical,High,5,Manager,Travel_Frequently,Human Resources,No,1246
645,Medical,High,1,Sales Representative,Travel_Rarely,Sales,No,622
647,Life Sciences,High,1,Laboratory Technician,Travel_Frequently,Research & Development,Yes,1287
648,Life Sciences,Medium,1,Sales Representative,Travel_Frequently,Sales,Yes,448
649,Life Sciences,Medium,1,Research Scientist,Travel_Rarely,Research & Development,No,254
650,Medical,High,2,Sales Executive,Travel_Rarely,Sales,Yes,1365
652,Other,Medium,2,Laboratory Technician,Travel_Rarely,Research & Development,No,538
653,Medical,Very High,2,Sales Executive,Travel_Rarely,Sales,No,525
655,Medical,Medium,1,Research Scientist,Travel_Rarely,Research & Development,No,798
656,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,558
657,Life Sciences,Medium,1,Research Scientist,Travel_Rarely,Research & Development,No,959
659,Life Sciences,High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,622
661,Other,Medium,4,Research Director,Travel_Rarely,Research & Development,No,782
662,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,362
663,Medical,High,2,Laboratory Technician,Travel_Frequently,Research & Development,No,1001
664,Life Sciences,Medium,4,Manager,Travel_Rarely,Research & Development,No,1236
665,Life Sciences,Medium,2,Human Resources,Travel_Rarely,Human Resources,No,1112
666,Technical Degree,High,1,Sales Representative,Travel_Rarely,Sales,No,204
667,Marketing,High,1,Sales Representative,Travel_Rarely,Sales,Yes,1420
669,Technical Degree,High,1,Sales Representative,Travel_Rarely,Sales,No,1343
671,Other,High,5,Manager,Travel_Rarely,Research & Development,No,1315
675,Medical,High,1,Research Scientist,Travel_Rarely,Research & Development,No,604
677,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,1216
679,Life Sciences,High,2,Research Scientist,Travel_Rarely,Research & Development,No,646
680,Medical,High,1,Research Scientist,Travel_Frequently,Research & Development,No,160
682,Medical,High,2,Sales Executive,Travel_Rarely,Sales,No,238
683,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,1397
684,Life Sciences,High,2,Sales Executive,Travel_Frequently,Sales,Yes,306
686,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,991
689,Other,High,3,Manufacturing Director,Travel_Rarely,Research & Development,No,482
690,Medical,High,2,Sales Executive,Travel_Rarely,Sales,No,1176
691,Life Sciences,Low,2,Research Scientist,Travel_Rarely,Research & Development,No,1017
692,Life Sciences,High,2,Healthcare Representative,Travel_Frequently,Research & Development,No,1296
698,Medical,High,3,Human Resources,Travel_Rarely,Human Resources,No,397
699,Medical,Medium,2,Manufacturing Director,Travel_Rarely,Research & Development,No,913
700,Medical,Medium,1,Research Scientist,Travel_Rarely,Research & Development,No,1115
701,Medical,High,1,Research Scientist,Travel_Rarely,Research & Development,Yes,1362
702,Life Sciences,High,1,Research Scientist,Travel_Frequently,Research & Development,Yes,1076
704,Life Sciences,Medium,1,Laboratory Technician,Non-Travel,Research & Development,No,727
705,Medical,Very High,1,Research Scientist,Travel_Rarely,Research & Development,No,885
707,Life Sciences,Very High,2,Sales Executive,Travel_Rarely,Sales,No,810
709,Marketing,Medium,2,Sales Executive,Travel_Rarely,Sales,No,243
710,Life Sciences,Low,1,Research Scientist,Travel_Frequently,Research & Development,No,806
712,Marketing,Very High,2,Sales Executive,Travel_Rarely,Sales,No,817
714,Medical,Very High,2,Sales Executive,Travel_Frequently,Sales,No,1410
715,Life Sciences,Very High,1,Research Scientist,Travel_Rarely,Research & Development,No,1225
716,Medical,Very High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,1207
717,Medical,Medium,3,Healthcare Representative,Travel_Rarely,Research & Development,No,1442
720,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,Yes,693
721,Technical Degree,Medium,2,Healthcare Representative,Travel_Rarely,Research & Development,No,408
722,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,929
723,Technical Degree,High,2,Sales Executive,Travel_Frequently,Sales,Yes,562
724,Life Sciences,Very High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,827
725,Life Sciences,High,3,Manufacturing Director,Travel_Rarely,Research & Development,No,608
727,Life Sciences,High,3,Research Director,Travel_Rarely,Research & Development,No,1018
728,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,703
729,Life Sciences,Medium,3,Sales Executive,Travel_Frequently,Sales,No,580
730,Life Sciences,Very High,4,Research Director,Travel_Rarely,Research & Development,No,970
731,Human Resources,Medium,5,Manager,Travel_Rarely,Human Resources,No,427
732,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,1179
733,Life Sciences,High,3,Manufacturing Director,Travel_Frequently,Research & Development,No,294
734,Human Resources,Medium,5,Manager,Travel_Rarely,Human Resources,No,314
738,Marketing,High,1,Sales Representative,Travel_Rarely,Sales,No,316
741,Life Sciences,Low,1,Research Scientist,Travel_Rarely,Research & Development,Yes,654
742,Life Sciences,Very High,3,Research Director,Non-Travel,Research & Development,No,427
743,Life Sciences,High,3,Manufacturing Director,Travel_Rarely,Research & Development,No,168
744,Medical,Low,1,Laboratory Technician,Non-Travel,Research & Development,No,381
746,Medical,High,4,Sales Executive,Travel_Frequently,Sales,No,217
747,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,501
749,Life Sciences,High,1,Sales Representative,Travel_Rarely,Sales,No,1396
752,Medical,Very High,1,Research Scientist,Travel_Frequently,Research & Development,Yes,933
754,Life Sciences,Medium,2,Sales Executive,Travel_Frequently,Sales,No,775
757,Medical,High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,970
758,Medical,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,650
760,Human Resources,Very High,2,Human Resources,Travel_Rarely,Human Resources,No,141
762,Medical,High,4,Healthcare Representative,Travel_Rarely,Research & Development,No,832
763,Medical,Medium,1,Research Scientist,Travel_Rarely,Research & Development,No,804
764,Medical,Medium,2,Healthcare Representative,Travel_Rarely,Research & Development,No,975
766,Marketing,High,1,Sales Representative,Travel_Rarely,Sales,No,1090
769,Life Sciences,High,2,Laboratory Technician,Travel_Rarely,Research & Development,No,346
771,Life Sciences,High,2,Healthcare Representative,Non-Travel,Research & Development,No,1225
772,Life Sciences,High,2,Laboratory Technician,Travel_Frequently,Research & Development,No,430
773,Medical,High,1,Research Scientist,Travel_Rarely,Research & Development,No,268
775,Life Sciences,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,167
776,Marketing,Medium,4,Manager,Travel_Rarely,Sales,No,621
780,Other,High,1,Research Scientist,Travel_Rarely,Research & Development,Yes,527
781,Medical,High,2,Sales Executive,Travel_Rarely,Sales,No,883
783,Technical Degree,Low,2,Sales Representative,Travel_Rarely,Sales,No,954
784,Medical,Very High,1,Research Scientist,Travel_Rarely,Research & Development,No,310
785,Life Sciences,Very High,2,Sales Executive,Travel_Frequently,Sales,Yes,719
786,Other,High,2,Sales Executive,Travel_Rarely,Sales,No,304
787,Medical,High,5,Manager,Travel_Rarely,Research & Development,Yes,725
789,Life Sciences,Medium,3,Sales Executive,Non-Travel,Sales,No,1434
791,Medical,High,1,Research Scientist,Non-Travel,Research & Development,No,715
792,Life Sciences,Low,1,Laboratory Technician,Travel_Frequently,Research & Development,No,575
793,Medical,High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,657
796,Technical Degree,Medium,2,Sales Executive,Travel_Rarely,Sales,Yes,1146
797,Life Sciences,Very High,1,Research Scientist,Travel_Rarely,Research & Development,No,182
799,Medical,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,376
800,Marketing,High,2,Sales Executive,Travel_Frequently,Sales,No,829
802,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,571
803,Life Sciences,Very High,2,Manufacturing Director,Travel_Frequently,Research & Development,No,240
804,Medical,Medium,1,Research Scientist,Travel_Rarely,Research & Development,No,121
805,Life Sciences,High,1,Sales Representative,Travel_Rarely,Sales,No,384
806,Life Sciences,Low,1,Laboratory Technician,Travel_Rarely,Research & Development,No,921
807,Medical,Very High,2,Healthcare Representative,Travel_Frequently,Research & Development,No,791
808,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,No,1111
809,Life Sciences,High,5,Manager,Travel_Frequently,Research & Development,No,570
811,Life Sciences,Very High,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,1243
812,Life Sciences,Medium,1,Laboratory Technician,Non-Travel,Research & Development,No,1092
813,Life Sciences,High,2,Laboratory Technician,Travel_Rarely,Research & Development,No,1325
815,Medical,High,4,Research Director,Travel_Rarely,Research & Development,No,691
816,Life Sciences,Medium,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,805
817,Medical,High,3,Research Director,Travel_Rarely,Research & Development,No,213
819,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,Yes,118
820,Other,High,4,Manager,Travel_Rarely,Research & Development,No,202
823,Other,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,676
824,Life Sciences,Very High,1,Research Scientist,Travel_Rarely,Research & Development,No,1252
825,Life Sciences,High,5,Research Director,Travel_Rarely,Research & Development,Yes,286
826,Life Sciences,Very High,1,Research Scientist,Travel_Rarely,Research & Development,No,1258
827,Life Sciences,Medium,2,Manufacturing Director,Travel_Rarely,Research & Development,No,932
828,Medical,High,1,Research Scientist,Travel_Rarely,Research & Development,Yes,890
829,Human Resources,High,1,Human Resources,Travel_Rarely,Human Resources,No,1041
830,Life Sciences,Medium,2,Manufacturing Director,Travel_Rarely,Research & Development,No,859
832,Medical,Medium,2,Laboratory Technician,Travel_Frequently,Research & Development,No,720
833,Medical,Medium,2,Manufacturing Director,Travel_Rarely,Research & Development,No,946
834,Life Sciences,Medium,1,Research Scientist,Travel_Rarely,Research & Development,No,252
836,Life Sciences,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,933
837,Life Sciences,Medium,2,Healthcare Representative,Travel_Frequently,Research & Development,No,471
838,Life Sciences,Medium,1,Research Scientist,Travel_Frequently,Research & Development,No,702
840,Marketing,High,3,Sales Executive,Travel_Rarely,Sales,Yes,1184
842,Medical,High,2,Sales Executive,Travel_Rarely,Sales,Yes,436
843,Life Sciences,High,4,Research Director,Travel_Rarely,Research & Development,No,589
844,Technical Degree,Medium,3,Research Director,Travel_Rarely,Research & Development,No,269
845,Other,High,3,Manufacturing Director,Travel_Rarely,Research & Development,No,950
846,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,760
847,Human Resources,High,1,Human Resources,Travel_Rarely,Human Resources,No,829
848,Medical,Medium,1,Research Scientist,Travel_Frequently,Research & Development,Yes,887
850,Medical,High,1,Research Scientist,Non-Travel,Research & Development,No,443
851,Marketing,High,4,Manager,Travel_Rarely,Sales,No,1318
852,Medical,High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,625
854,Medical,Very High,1,Research Scientist,Travel_Rarely,Research & Development,No,180
855,Medical,Very High,2,Sales Executive,Travel_Rarely,Sales,No,586
856,Medical,Medium,1,Research Scientist,Travel_Rarely,Research & Development,No,1343
857,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,No,928
859,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,No,117
861,Life Sciences,Medium,1,Research Scientist,Travel_Frequently,Research & Development,No,1012
862,Marketing,Medium,3,Sales Executive,Travel_Rarely,Sales,No,661
864,Marketing,High,3,Sales Executive,Travel_Rarely,Sales,No,930
865,Medical,Very High,2,Research Scientist,Travel_Rarely,Research & Development,No,638
867,Medical,Medium,4,Manufacturing Director,Travel_Frequently,Research & Development,No,890
868,Marketing,Medium,2,Sales Executive,Travel_Rarely,Sales,No,342
869,Medical,Medium,1,Human Resources,Travel_Rarely,Human Resources,No,1169
872,Life Sciences,Medium,2,Manufacturing Director,Travel_Rarely,Research & Development,No,1230
874,Life Sciences,Very High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,986
875,Medical,High,1,Research Scientist,Travel_Frequently,Research & Development,No,1271
878,Life Sciences,Medium,1,Human Resources,Travel_Rarely,Human Resources,No,1278
879,Other,High,2,Sales Executive,Travel_Rarely,Sales,No,141
880,Life Sciences,Medium,3,Manufacturing Director,Travel_Rarely,Research & Development,No,607
881,Life Sciences,High,1,Research Scientist,Travel_Frequently,Research & Development,Yes,130
882,Life Sciences,High,1,Laboratory Technician,Non-Travel,Research & Development,No,300
885,Marketing,Medium,2,Sales Executive,Travel_Rarely,Sales,No,583
887,Technical Degree,High,1,Research Scientist,Travel_Rarely,Research & Development,No,1418
888,Life Sciences,Medium,1,Laboratory Technician,Non-Travel,Research & Development,No,1269
889,Life Sciences,High,2,Sales Executive,Travel_Frequently,Sales,No,379
893,Marketing,Medium,1,Sales Representative,Travel_Rarely,Sales,No,395
894,Life Sciences,Very High,2,Laboratory Technician,Travel_Rarely,Research & Development,No,1265
895,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,1222
896,Medical,Medium,1,Sales Representative,Travel_Rarely,Sales,Yes,341
897,Marketing,High,4,Sales Executive,Travel_Rarely,Sales,No,868
899,Technical Degree,Medium,3,Manufacturing Director,Travel_Rarely,Research & Development,No,672
900,Medical,High,1,Sales Representative,Travel_Frequently,Sales,No,1231
901,Life Sciences,High,4,Research Director,Travel_Rarely,Research & Development,No,102
902,Life Sciences,High,2,Healthcare Representative,Travel_Frequently,Research & Development,No,422
903,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,249
904,Medical,High,3,Sales Executive,Non-Travel,Sales,No,1252
905,Life Sciences,High,4,Manager,Non-Travel,Research & Development,No,881
909,Life Sciences,Medium,2,Human Resources,Travel_Rarely,Human Resources,No,1383
910,Human Resources,High,1,Human Resources,Travel_Rarely,Human Resources,No,1075
911,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,374
912,Medical,Medium,1,Laboratory Technician,Travel_Rarely,Research & Development,No,1086
913,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,661
916,Medical,High,2,Sales Executive,Travel_Rarely,Sales,No,821
918,Life Sciences,Medium,1,Laboratory Technician,Travel_Frequently,Research & Development,Yes,781
920,Life Sciences,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,177
922,Medical,Medium,1,Sales Representative,Travel_Rarely,Sales,Yes,500
923,Other,High,1,Research Scientist,Travel_Rarely,Research & Development,Yes,1427
924,Life Sciences,High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,1425
925,Life Sciences,Medium,1,Sales Representative,Travel_Rarely,Sales,No,1454
926,Life Sciences,High,2,Manufacturing Director,Travel_Rarely,Research & Development,Yes,617
927,Life Sciences,Low,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,1085
930,Medical,High,1,Research Scientist,Travel_Rarely,Research & Development,No,995
932,Medical,High,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,1122
933,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,618
934,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,546
936,Medical,Medium,2,Sales Executive,Travel_Rarely,Sales,No,462
939,Other,Medium,1,Research Scientist,Travel_Rarely,Research & Development,No,1198
940,Technical Degree,Medium,3,Healthcare Representative,Travel_Rarely,Research & Development,No,1272
941,Life Sciences,Medium,1,Sales Representative,Travel_Rarely,Sales,No,154
942,Life Sciences,High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,1137
944,Other,High,3,Laboratory Technician,Travel_Rarely,Research & Development,No,527
945,Medical,High,1,Research Scientist,Travel_Rarely,Research & Development,No,1469
947,Marketing,High,2,Sales Executive,Non-Travel,Sales,No,1188
949,Other,High,1,Research Scientist,Travel_Rarely,Research & Development,No,188
950,Technical Degree,High,3,Research Director,Travel_Rarely,Research & Development,No,1333
951,Life Sciences,Medium,1,Laboratory Technician,Non-Travel,Research & Development,No,1184
952,Marketing,Medium,1,Sales Representative,Travel_Rarely,Sales,Yes,867
954,Marketing,Medium,3,Sales Executive,Travel_Rarely,Sales,No,658
956,Medical,Medium,2,Sales Executive,Travel_Frequently,Sales,No,1283
957,Medical,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,263
958,Medical,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,938
959,Other,Medium,1,Sales Representative,Travel_Rarely,Sales,Yes,419
960,Technical Degree,High,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,129
961,Medical,High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,616
964,Medical,High,1,Research Scientist,Travel_Frequently,Research & Development,No,1469
966,Medical,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,498
967,Life Sciences,Medium,3,Sales Executive,Travel_Rarely,Sales,Yes,530
969,Life Sciences,Medium,2,Healthcare Representative,Travel_Rarely,Research & Development,No,1069
970,Life Sciences,Medium,3,Sales Executive,Travel_Rarely,Sales,Yes,625
972,Life Sciences,High,2,Laboratory Technician,Non-Travel,Research & Development,No,805
974,Technical Degree,High,1,Sales Representative,Travel_Frequently,Sales,No,1404
975,Medical,High,2,Sales Executive,Travel_Rarely,Sales,No,1219
976,Life Sciences,High,4,Manager,Travel_Rarely,Research & Development,No,1053
977,Technical Degree,High,1,Research Scientist,Travel_Rarely,Research & Development,Yes,289
981,Medical,High,4,Manager,Travel_Rarely,Sales,No,1376
982,Other,High,3,Sales Executive,Travel_Rarely,Sales,No,231
983,Technical Degree,High,2,Sales Executive,Non-Travel,Sales,No,152
984,Life Sciences,High,3,Sales Executive,Travel_Rarely,Sales,No,882
985,Life Sciences,Very High,3,Sales Executive,Travel_Rarely,Sales,No,903
986,Life Sciences,Very High,4,Sales Executive,Non-Travel,Sales,Yes,1479
987,Medical,Very High,2,Manufacturing Director,Travel_Frequently,Research & Development,No,1379
990,Technical Degree,High,2,Sales Executive,Non-Travel,Sales,No,1229
991,Medical,Medium,1,Research Scientist,Non-Travel,Research & Development,Yes,335
992,Life Sciences,High,4,Manager,Non-Travel,Sales,No,722
994,Life Sciences,Medium,1,Research Scientist,Travel_Rarely,Research & Development,Yes,906
995,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,461
996,Medical,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,974
997,Medical,High,4,Research Director,Travel_Rarely,Research & Development,No,1126
998,Other,Very High,2,Healthcare Representative,Travel_Frequently,Research & Development,No,827
999,Medical,High,5,Research Director,Travel_Frequently,Research & Development,No,840
1001,Technical Degree,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,1134
1002,Life Sciences,High,2,Laboratory Technician,Non-Travel,Research & Development,No,248
1003,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,No,955
